Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmean (degrees C),vpdmax (hPa),vpdmax (kPa)
3,-110.7117,39.1918,2089,2005-11,14.69,3.4,8.32,0.832
3,-110.7117,39.1918,2089,2005-12,18.67,-2.4,5.22,0.522
3,-110.7117,39.1918,2089,2006-01,31.09,-2,5.07,0.507
3,-110.7117,39.1918,2089,2006-02,11.94,-1,6.82,0.682
3,-110.7117,39.1918,2089,2006-03,55.55,1.2,7.13,0.713
3,-110.7117,39.1918,2089,2006-04,21.68,8.4,14.75,1.475
3,-110.7117,39.1918,2089,2006-05,3.04,14.6,23.63,2.363
3,-110.7117,39.1918,2089,2006-06,13.15,20.1,34.13,3.413
3,-110.7117,39.1918,2089,2006-07,24.75,23.3,36.69,3.669
3,-110.7117,39.1918,2089,2006-08,33.43,20,28.84,2.884
3,-110.7117,39.1918,2089,2006-09,32.69,14.1,21.29,2.129
3,-110.7117,39.1918,2089,2006-10,105.9,7.9,10.33,1.033
3,-110.7117,39.1918,2089,2006-11,11.08,3.4,8.62,0.862
3,-110.7117,39.1918,2089,2006-12,14.58,-2.2,4.77,0.477
3,-110.7117,39.1918,2089,2007-01,9.73,-3.9,5.23,0.523
3,-110.7117,39.1918,2089,2007-02,15.31,0.3,6.63,0.663
3,-110.7117,39.1918,2089,2007-03,15.31,5.1,10.89,1.089
3,-110.7117,39.1918,2089,2007-04,18.37,8.2,14.04,1.404
3,-110.7117,39.1918,2089,2007-05,18.73,13.6,21.73,2.173
3,-110.7117,39.1918,2089,2007-06,5.63,19.9,35.19,3.519
3,-110.7117,39.1918,2089,2007-07,15.99,24.2,40.11,4.011
3,-110.7117,39.1918,2089,2007-08,38.42,22,32.67,3.267
3,-110.7117,39.1918,2089,2007-09,42.75,16.5,23.81,2.381
3,-110.7117,39.1918,2089,2007-10,26.57,8.7,13.56,1.356
3,-110.7117,39.1918,2089,2007-11,0,4.8,11.31,1.131
3,-110.7117,39.1918,2089,2007-12,54.46,-5.3,3.07,0.307
3,-110.7117,39.1918,2089,2008-01,43.76,-6.2,3.11,0.311
3,-110.7117,39.1918,2089,2008-02,49.89,-2.2,4.68,0.468
3,-110.7117,39.1918,2089,2008-03,11.95,1.5,8.12,0.812
3,-110.7117,39.1918,2089,2008-04,8.39,4.8,12.39,1.239
3,-110.7117,39.1918,2089,2008-05,27.85,10.5,17.1,1.71
3,-110.7117,39.1918,2089,2008-06,9.21,17.8,29.76,2.976
3,-110.7117,39.1918,2089,2008-07,9.16,23.1,37.76,3.776
3,-110.7117,39.1918,2089,2008-08,14.32,21.6,34.06,3.406
3,-110.7117,39.1918,2089,2008-09,19.46,16.3,24.54,2.454
3,-110.7117,39.1918,2089,2008-10,23.23,10.4,17.11,1.711
3,-110.7117,39.1918,2089,2008-11,15.96,4.5,8.67,0.867
3,-110.7117,39.1918,2089,2008-12,47.86,-3.6,4.28,0.428
3,-110.7117,39.1918,2089,2009-01,20.59,-1.5,5.23,0.523
3,-110.7117,39.1918,2089,2009-02,22.33,0.1,5.9,0.59
3,-110.7117,39.1918,2089,2009-03,11.73,3.1,10.42,1.042
3,-110.7117,39.1918,2089,2009-04,42.29,6.2,12.02,1.202
3,-110.7117,39.1918,2089,2009-05,50.51,13.8,19.68,1.968
3,-110.7117,39.1918,2089,2009-06,36.25,15.7,21.49,2.149
3,-110.7117,39.1918,2089,2009-07,7.31,22.7,37.52,3.752
3,-110.7117,39.1918,2089,2009-08,9.51,20.5,33.65,3.365
3,-110.7117,39.1918,2089,2009-09,30.66,17.8,26.36,2.636
3,-110.7117,39.1918,2089,2009-10,20.89,6.9,12.14,1.214
3,-110.7117,39.1918,2089,2009-11,5.15,3.7,9.54,0.954
3,-110.7117,39.1918,2089,2009-12,38.09,-5.7,3.59,0.359
3,-110.7117,39.1918,2089,2010-01,28.67,-3.1,3.72,0.372
3,-110.7117,39.1918,2089,2010-02,21.84,-3.1,3.61,0.361
3,-110.7117,39.1918,2089,2010-03,37.35,2,7.73,0.773
3,-110.7117,39.1918,2089,2010-04,20.39,6.5,13.01,1.301
3,-110.7117,39.1918,2089,2010-05,22.81,8.9,14.91,1.491
3,-110.7117,39.1918,2089,2010-06,18.38,18.3,28.54,2.854
3,-110.7117,39.1918,2089,2010-07,24.32,21.9,35.04,3.504
3,-110.7117,39.1918,2089,2010-08,32,20,29.04,2.904
3,-110.7117,39.1918,2089,2010-09,1.18,17.7,30.07,3.007
3,-110.7117,39.1918,2089,2010-10,89.12,10.2,13.71,1.371
3,-110.7117,39.1918,2089,2010-11,20.1,1,6.72,0.672
3,-110.7117,39.1918,2089,2010-12,85.7,0.2,4.71,0.471
3,-110.7117,39.1918,2089,2011-01,3.94,-3.5,4.86,0.486
3,-110.7117,39.1918,2089,2011-02,30.77,-3.2,5.07,0.507
3,-110.7117,39.1918,2089,2011-03,23.64,2.7,7.59,0.759
3,-110.7117,39.1918,2089,2011-04,26.14,5.6,10.4,1.04
3,-110.7117,39.1918,2089,2011-05,79.76,9,13.31,1.331
3,-110.7117,39.1918,2089,2011-06,12.8,16.9,26.86,2.686
3,-110.7117,39.1918,2089,2011-07,61.5,20.7,28.44,2.844
3,-110.7117,39.1918,2089,2011-08,21.51,22.1,33.75,3.375
3,-110.7117,39.1918,2089,2011-09,28.71,17.2,24.39,2.439
3,-110.7117,39.1918,2089,2011-10,47.17,9.7,14.44,1.444
3,-110.7117,39.1918,2089,2011-11,18.18,1.9,6.84,0.684
3,-110.7117,39.1918,2089,2011-12,9.89,-2.5,4.89,0.489
3,-110.7117,39.1918,2089,2012-01,19.91,-1,6.2,0.62
3,-110.7117,39.1918,2089,2012-02,27.5,-1.4,4.7,0.47
3,-110.7117,39.1918,2089,2012-03,11.52,5.1,11.3,1.13
3,-110.7117,39.1918,2089,2012-04,13.8,9.1,15.99,1.599
3,-110.7117,39.1918,2089,2012-05,0.01,14,22.6,2.26
3,-110.7117,39.1918,2089,2012-06,0,20.6,36.77,3.677
3,-110.7117,39.1918,2089,2012-07,44.1,21.9,32.27,3.227
3,-110.7117,39.1918,2089,2012-08,26.57,22.1,32.9,3.29
3,-110.7117,39.1918,2089,2012-09,29.81,17.1,25.12,2.512
3,-110.7117,39.1918,2089,2012-10,17.73,10.2,15.77,1.577
3,-110.7117,39.1918,2089,2012-11,7.28,5.3,9.91,0.991
3,-110.7117,39.1918,2089,2012-12,51.99,-3,3.84,0.384
3,-110.7117,39.1918,2089,2013-01,27.41,-5.1,4.41,0.441
3,-110.7117,39.1918,2089,2013-02,8.47,-3,4.97,0.497
3,-110.7117,39.1918,2089,2013-03,26.74,3.5,9.23,0.923
3,-110.7117,39.1918,2089,2013-04,39.6,6,11.33,1.133
3,-110.7117,39.1918,2089,2013-05,26.45,12.3,18.31,1.831
3,-110.7117,39.1918,2089,2013-06,0,19.8,33.97,3.397
3,-110.7117,39.1918,2089,2013-07,56.43,22.3,32.91,3.291
3,-110.7117,39.1918,2089,2013-08,48.03,19.9,26.85,2.685
3,-110.7117,39.1918,2089,2013-09,94.69,15.4,17.18,1.718
3,-110.7117,39.1918,2089,2013-10,32.64,7.4,11.87,1.187
3,-110.7117,39.1918,2089,2013-11,15.52,2.1,6.51,0.651
3,-110.7117,39.1918,2089,2013-12,20.81,-4.3,4.26,0.426
3,-110.7117,39.1918,2089,2014-01,12.05,-0.7,6.12,0.612
3,-110.7117,39.1918,2089,2014-02,16.32,0.2,6.27,0.627
3,-110.7117,39.1918,2089,2014-03,17.8,3.4,9.4,0.94
3,-110.7117,39.1918,2089,2014-04,21.05,6.5,12.34,1.234
3,-110.7117,39.1918,2089,2014-05,27.26,12.2,18.97,1.897
3,-110.7117,39.1918,2089,2014-06,1.86,17.8,28.9,2.89
3,-110.7117,39.1918,2089,2014-07,26.8,22.5,34.39,3.439
3,-110.7117,39.1918,2089,2014-08,55.32,18.6,23.62,2.362
3,-110.7117,39.1918,2089,2014-09,64.45,17.2,22.61,2.261
3,-110.7117,39.1918,2089,2014-10,5.58,11,15.27,1.527
3,-110.7117,39.1918,2089,2014-11,12.26,1.9,7.47,0.747
3,-110.7117,39.1918,2089,2014-12,48.47,-1.6,3.44,0.344
3,-110.7117,39.1918,2089,2015-01,22.17,0,5.09,0.509
3,-110.7117,39.1918,2089,2015-02,3.11,2.8,8.25,0.825
3,-110.7117,39.1918,2089,2015-03,24.58,6,11.77,1.177
3,-110.7117,39.1918,2089,2015-04,39.63,7.2,12.91,1.291
3,-110.7117,39.1918,2089,2015-05,60.84,10.7,13.38,1.338
3,-110.7117,39.1918,2089,2015-06,34.91,19.9,31.04,3.104
3,-110.7117,39.1918,2089,2015-07,28.63,19.9,28.21,2.821
3,-110.7117,39.1918,2089,2015-08,37.2,20.5,29.59,2.959
3,-110.7117,39.1918,2089,2015-09,17.16,18.2,27.46,2.746
3,-110.7117,39.1918,2089,2015-10,51.73,11.9,14.42,1.442
3,-110.7117,39.1918,2089,2015-11,22.2,0.8,6.56,0.656
3,-110.7117,39.1918,2089,2015-12,44.1,-4.1,4.05,0.405
3,-110.7117,39.1918,2089,2016-01,24.48,-3.6,3.88,0.388
3,-110.7117,39.1918,2089,2016-02,8.5,0.2,7.16,0.716
3,-110.7117,39.1918,2089,2016-03,14.7,4.3,10.08,1.008
3,-110.7117,39.1918,2089,2016-04,56.12,7.5,11.93,1.193
3,-110.7117,39.1918,2089,2016-05,22.27,11,15.11,1.511
3,-110.7117,39.1918,2089,2016-06,2.62,21,35.09,3.509
3,-110.7117,39.1918,2089,2016-07,20.46,21.7,34.72,3.472
3,-110.7117,39.1918,2089,2016-08,23.56,20,30.01,3.001
3,-110.7117,39.1918,2089,2016-09,86.51,15.3,21.18,2.118
3,-110.7117,39.1918,2089,2016-10,17.71,10.7,13.52,1.352
3,-110.7117,39.1918,2089,2016-11,13.61,4.6,8.47,0.847
3,-110.7117,39.1918,2089,2016-12,57.9,-3.7,4.08,0.408
3,-110.7117,39.1918,2089,2017-01,95.9,-4,2.84,0.284
3,-110.7117,39.1918,2089,2017-02,34.83,1,5.13,0.513
3,-110.7117,39.1918,2089,2017-03,55.15,5.9,11.11,1.111
3,-110.7117,39.1918,2089,2017-04,20.77,6.5,11.8,1.18
3,-110.7117,39.1918,2089,2017-05,11.08,12,18.29,1.829
3,-110.7117,39.1918,2089,2017-06,3.49,20.1,33.19,3.319
3,-110.7117,39.1918,2089,2017-07,49.44,22.3,33.43,3.343
3,-110.7117,39.1918,2089,2017-08,24.61,20.8,30.33,3.033
3,-110.7117,39.1918,2089,2017-09,28.07,15.6,22.01,2.201
3,-110.7117,39.1918,2089,2017-10,4.56,8.5,14.65,1.465
3,-110.7117,39.1918,2089,2017-11,6.67,5.5,10.11,1.011
3,-110.7117,39.1918,2089,2017-12,5.78,0.5,7.48,0.748
3,-110.7117,39.1918,2089,2018-01,28.28,-0.4,5.56,0.556
3,-110.7117,39.1918,2089,2018-02,19.65,-1,5.79,0.579
3,-110.7117,39.1918,2089,2018-03,19.49,2.5,8.44,0.844
3,-110.7117,39.1918,2089,2018-04,22.88,8.3,15.01,1.501
3,-110.7117,39.1918,2089,2018-05,27.35,13.8,20.73,2.073
3,-110.7117,39.1918,2089,2018-06,0.71,20,34.46,3.446
3,-110.7117,39.1918,2089,2018-07,25.93,23.2,36.32,3.632
3,-110.7117,39.1918,2089,2018-08,23.44,21.6,33.43,3.343
3,-110.7117,39.1918,2089,2018-09,3.89,18.4,29.71,2.971
3,-110.7117,39.1918,2089,2018-10,86.58,7.8,9.02,0.902
3,-110.7117,39.1918,2089,2018-11,15.15,0.9,6.89,0.689
3,-110.7117,39.1918,2089,2018-12,26.17,-3.1,4.06,0.406
,,,,,,,,0
4,-109.2093,38.7966,1399,2004-01,12.05,-4.8,3.02,0.302
4,-109.2093,38.7966,1399,2004-02,22.54,0.4,5.34,0.534
4,-109.2093,38.7966,1399,2004-03,0.23,10.2,18.97,1.897
4,-109.2093,38.7966,1399,2004-04,59.88,12.5,17.84,1.784
4,-109.2093,38.7966,1399,2004-05,5.8,18.2,32.12,3.212
4,-109.2093,38.7966,1399,2004-06,4.11,22.8,43.83,4.383
4,-109.2093,38.7966,1399,2004-07,6.74,26.2,50.78,5.078
4,-109.2093,38.7966,1399,2004-08,12.74,24.4,47.49,4.749
4,-109.2093,38.7966,1399,2004-09,46.83,19.6,33.87,3.387
4,-109.2093,38.7966,1399,2004-10,35,13.1,18.59,1.859
4,-109.2093,38.7966,1399,2004-11,45.69,4.9,7.64,0.764
4,-109.2093,38.7966,1399,2004-12,17.15,-0.7,5.29,0.529
4,-109.2093,38.7966,1399,2005-01,45.2,3.5,6.04,0.604
4,-109.2093,38.7966,1399,2005-02,27.48,3.9,7.18,0.718
4,-109.2093,38.7966,1399,2005-03,38.97,7.2,13.33,1.333
4,-109.2093,38.7966,1399,2005-04,14.42,12.1,20.8,2.08
4,-109.2093,38.7966,1399,2005-05,12.43,17.5,31.36,3.136
4,-109.2093,38.7966,1399,2005-06,34.25,20.8,37.12,3.712
4,-109.2093,38.7966,1399,2005-07,11,27.4,59.58,5.958
4,-109.2093,38.7966,1399,2005-08,39.45,24.2,40.74,4.074
4,-109.2093,38.7966,1399,2005-09,44.69,20.2,33.52,3.352
4,-109.2093,38.7966,1399,2005-10,36.49,13.8,19.7,1.97
4,-109.2093,38.7966,1399,2005-11,10.05,6.2,11.83,1.183
4,-109.2093,38.7966,1399,2005-12,12.97,-0.5,6.93,0.693
4,-109.2093,38.7966,1399,2006-01,13.01,0.6,7.21,0.721
4,-109.2093,38.7966,1399,2006-02,1.38,2,10.13,1.013
4,-109.2093,38.7966,1399,2006-03,44.1,6.9,13.08,1.308
4,-109.2093,38.7966,1399,2006-04,6.68,13.2,24.43,2.443
4,-109.2093,38.7966,1399,2006-05,1.24,18.8,36.38,3.638
4,-109.2093,38.7966,1399,2006-06,4.26,24.3,51.01,5.101
4,-109.2093,38.7966,1399,2006-07,24.82,27.4,52.94,5.294
4,-109.2093,38.7966,1399,2006-08,36.28,24.4,41.6,4.16
4,-109.2093,38.7966,1399,2006-09,48.33,17.5,30.08,3.008
4,-109.2093,38.7966,1399,2006-10,98.99,11.3,15.21,1.521
4,-109.2093,38.7966,1399,2006-11,12.98,5.9,11.54,1.154
4,-109.2093,38.7966,1399,2006-12,7.72,-1.2,5.44,0.544
4,-109.2093,38.7966,1399,2007-01,18.67,-3.2,5.24,0.524
4,-109.2093,38.7966,1399,2007-02,16.27,4.1,9.93,0.993
4,-109.2093,38.7966,1399,2007-03,17.9,8.7,16.81,1.681
4,-109.2093,38.7966,1399,2007-04,29.04,12.4,20.65,2.065
4,-109.2093,38.7966,1399,2007-05,15.15,17.8,31.05,3.105
4,-109.2093,38.7966,1399,2007-06,7.11,23.8,50.23,5.023
4,-109.2093,38.7966,1399,2007-07,25.01,28.1,56.9,5.69
4,-109.2093,38.7966,1399,2007-08,33.28,26.3,47.26,4.726
4,-109.2093,38.7966,1399,2007-09,43.66,20.8,36.84,3.684
4,-109.2093,38.7966,1399,2007-10,17.58,12.1,20.46,2.046
4,-109.2093,38.7966,1399,2007-11,2.64,6.8,14.94,1.494
4,-109.2093,38.7966,1399,2007-12,55.68,-1.8,4.17,0.417
4,-109.2093,38.7966,1399,2008-01,21.68,-3.9,4.06,0.406
4,-109.2093,38.7966,1399,2008-02,29.63,0.7,6.05,0.605
4,-109.2093,38.7966,1399,2008-03,6.11,6.5,14.38,1.438
4,-109.2093,38.7966,1399,2008-04,18.92,10.2,20.66,2.066
4,-109.2093,38.7966,1399,2008-05,18.94,15.5,27.94,2.794
4,-109.2093,38.7966,1399,2008-06,17.96,22.4,46,4.6
4,-109.2093,38.7966,1399,2008-07,8.29,27.7,54.86,5.486
4,-109.2093,38.7966,1399,2008-08,20.66,25.9,49.82,4.982
4,-109.2093,38.7966,1399,2008-09,18.47,20.1,36.55,3.655
4,-109.2093,38.7966,1399,2008-10,10.95,13,23.66,2.366
4,-109.2093,38.7966,1399,2008-11,24,6.7,12.56,1.256
4,-109.2093,38.7966,1399,2008-12,36.6,-1,5.38,0.538
4,-109.2093,38.7966,1399,2009-01,8.1,-2.2,4.99,0.499
4,-109.2093,38.7966,1399,2009-02,8.88,4,9.66,0.966
4,-109.2093,38.7966,1399,2009-03,9.81,8.1,17.07,1.707
4,-109.2093,38.7966,1399,2009-04,22.74,11.3,20.14,2.014
4,-109.2093,38.7966,1399,2009-05,36.42,19.1,33.26,3.326
4,-109.2093,38.7966,1399,2009-06,31.75,21.1,35.85,3.585
4,-109.2093,38.7966,1399,2009-07,7.22,27,55.53,5.553
4,-109.2093,38.7966,1399,2009-08,6.78,25.1,49.69,4.969
4,-109.2093,38.7966,1399,2009-09,19.62,21,36.22,3.622
4,-109.2093,38.7966,1399,2009-10,18.43,11,18.82,1.882
4,-109.2093,38.7966,1399,2009-11,12.9,6,12.09,1.209
4,-109.2093,38.7966,1399,2009-12,33.35,-5.6,3.14,0.314
4,-109.2093,38.7966,1399,2010-01,20.34,-5.1,3.14,0.314
4,-109.2093,38.7966,1399,2010-02,31.81,-1.2,3.67,0.367
4,-109.2093,38.7966,1399,2010-03,44.88,6.1,11.05,1.105
4,-109.2093,38.7966,1399,2010-04,27.77,12.1,21.44,2.144
4,-109.2093,38.7966,1399,2010-05,11.58,15.3,26.61,2.661
4,-109.2093,38.7966,1399,2010-06,16.53,23.6,45.41,4.541
4,-109.2093,38.7966,1399,2010-07,12.16,27.2,51.68,5.168
4,-109.2093,38.7966,1399,2010-08,38.3,24.6,40.73,4.073
4,-109.2093,38.7966,1399,2010-09,16.91,21.1,40.17,4.017
4,-109.2093,38.7966,1399,2010-10,36.96,13.8,21.65,2.165
4,-109.2093,38.7966,1399,2010-11,21.34,4.7,10.43,1.043
4,-109.2093,38.7966,1399,2010-12,32.67,2.5,5.98,0.598
4,-109.2093,38.7966,1399,2011-01,1.51,-4.4,4.05,0.405
4,-109.2093,38.7966,1399,2011-02,9.19,0,7.3,0.73
4,-109.2093,38.7966,1399,2011-03,13.57,8,14.52,1.452
4,-109.2093,38.7966,1399,2011-04,28.97,11,19.01,1.901
4,-109.2093,38.7966,1399,2011-05,40.91,14.5,23.98,2.398
4,-109.2093,38.7966,1399,2011-06,16.35,22.8,45.07,4.507
4,-109.2093,38.7966,1399,2011-07,43.22,25.8,48.23,4.823
4,-109.2093,38.7966,1399,2011-08,16.57,26.5,52.67,5.267
4,-109.2093,38.7966,1399,2011-09,21.99,20.8,35.51,3.551
4,-109.2093,38.7966,1399,2011-10,26.92,12.6,21.34,2.134
4,-109.2093,38.7966,1399,2011-11,16.94,5.1,10.19,1.019
4,-109.2093,38.7966,1399,2011-12,15.51,-1.5,5.26,0.526
4,-109.2093,38.7966,1399,2012-01,11.38,0,7.23,0.723
4,-109.2093,38.7966,1399,2012-02,14.35,2.5,8.29,0.829
4,-109.2093,38.7966,1399,2012-03,7.08,9.1,17.83,1.783
4,-109.2093,38.7966,1399,2012-04,6.25,14.1,25.56,2.556
4,-109.2093,38.7966,1399,2012-05,0.03,19.2,35.35,3.535
4,-109.2093,38.7966,1399,2012-06,0.71,25.3,54.58,5.458
4,-109.2093,38.7966,1399,2012-07,24.88,27.1,49.92,4.992
4,-109.2093,38.7966,1399,2012-08,13.6,26.4,48.28,4.828
4,-109.2093,38.7966,1399,2012-09,15.5,20.8,37.42,3.742
4,-109.2093,38.7966,1399,2012-10,12.54,13.3,23.89,2.389
4,-109.2093,38.7966,1399,2012-11,5.71,6.8,14.15,1.415
4,-109.2093,38.7966,1399,2012-12,29.72,-1,6.47,0.647
4,-109.2093,38.7966,1399,2013-01,21.41,-8.5,2.75,0.275
4,-109.2093,38.7966,1399,2013-02,8.39,0.2,6.29,0.629
4,-109.2093,38.7966,1399,2013-03,3.34,7.8,15.53,1.553
4,-109.2093,38.7966,1399,2013-04,20.22,11,20.65,2.065
4,-109.2093,38.7966,1399,2013-05,27.8,17.5,30.06,3.006
4,-109.2093,38.7966,1399,2013-06,0,25.1,52.2,5.22
4,-109.2093,38.7966,1399,2013-07,35.96,28,53.63,5.363
4,-109.2093,38.7966,1399,2013-08,36.29,24.8,41.61,4.161
4,-109.2093,38.7966,1399,2013-09,63.33,20.5,30.3,3.03
4,-109.2093,38.7966,1399,2013-10,40.52,10.9,18.31,1.831
4,-109.2093,38.7966,1399,2013-11,33.92,5.1,9.26,0.926
4,-109.2093,38.7966,1399,2013-12,17.97,-5.7,3.07,0.307
4,-109.2093,38.7966,1399,2014-01,7.4,-1.6,5.65,0.565
4,-109.2093,38.7966,1399,2014-02,15.23,4.1,9.53,0.953
4,-109.2093,38.7966,1399,2014-03,10.26,8.1,15.8,1.58
4,-109.2093,38.7966,1399,2014-04,25.07,11.4,20.1,2.01
4,-109.2093,38.7966,1399,2014-05,53.26,16.7,27.21,2.721
4,-109.2093,38.7966,1399,2014-06,0.49,22.9,45.27,4.527
4,-109.2093,38.7966,1399,2014-07,24.07,27.4,53,5.3
4,-109.2093,38.7966,1399,2014-08,50.46,23.5,37.44,3.744
4,-109.2093,38.7966,1399,2014-09,49.17,21.6,36.82,3.682
4,-109.2093,38.7966,1399,2014-10,10.8,13.9,21.74,2.174
4,-109.2093,38.7966,1399,2014-11,12.26,4.8,11.27,1.127
4,-109.2093,38.7966,1399,2014-12,28.05,2,5.98,0.598
4,-109.2093,38.7966,1399,2015-01,23.94,0.4,5.46,0.546
4,-109.2093,38.7966,1399,2015-02,9.77,5.5,11.77,1.177
4,-109.2093,38.7966,1399,2015-03,10.34,9.9,18.68,1.868
4,-109.2093,38.7966,1399,2015-04,43.35,11.5,20.39,2.039
4,-109.2093,38.7966,1399,2015-05,45.47,15.4,22.55,2.255
4,-109.2093,38.7966,1399,2015-06,37.94,24.1,47.31,4.731
4,-109.2093,38.7966,1399,2015-07,64.52,24.6,42.51,4.251
4,-109.2093,38.7966,1399,2015-08,25.11,24.9,45.66,4.566
4,-109.2093,38.7966,1399,2015-09,19.31,21.8,39.32,3.932
4,-109.2093,38.7966,1399,2015-10,59.21,15.1,21.38,2.138
4,-109.2093,38.7966,1399,2015-11,35.36,4.7,9.8,0.98
4,-109.2093,38.7966,1399,2015-12,27.1,-2.1,4.75,0.475
4,-109.2093,38.7966,1399,2016-01,20.42,-2.4,3.88,0.388
4,-109.2093,38.7966,1399,2016-02,16.72,1.8,8.47,0.847
4,-109.2093,38.7966,1399,2016-03,21.47,8.3,16.23,1.623
4,-109.2093,38.7966,1399,2016-04,29.64,11.6,18.9,1.89
4,-109.2093,38.7966,1399,2016-05,34.73,16,26.16,2.616
4,-109.2093,38.7966,1399,2016-06,4.65,25.5,53.84,5.384
4,-109.2093,38.7966,1399,2016-07,25.99,26.8,52.93,5.293
4,-109.2093,38.7966,1399,2016-08,26.8,24.1,42.33,4.233
4,-109.2093,38.7966,1399,2016-09,19.99,20,34.65,3.465
4,-109.2093,38.7966,1399,2016-10,11.86,14.7,23.41,2.341
4,-109.2093,38.7966,1399,2016-11,23.73,8.1,12.62,1.262
4,-109.2093,38.7966,1399,2016-12,27.47,-0.1,6.13,0.613
4,-109.2093,38.7966,1399,2017-01,34.75,-0.3,4.34,0.434
4,-109.2093,38.7966,1399,2017-02,15.7,6.1,10.11,1.011
4,-109.2093,38.7966,1399,2017-03,8.39,10.5,19.58,1.958
4,-109.2093,38.7966,1399,2017-04,9.33,11.9,21.8,2.18
4,-109.2093,38.7966,1399,2017-05,22.44,16.7,29.11,2.911
4,-109.2093,38.7966,1399,2017-06,1.52,25.2,53.9,5.39
4,-109.2093,38.7966,1399,2017-07,38.99,27.3,52.84,5.284
4,-109.2093,38.7966,1399,2017-08,14.26,25.3,48.03,4.803
4,-109.2093,38.7966,1399,2017-09,24.17,20.5,36.27,3.627
4,-109.2093,38.7966,1399,2017-10,17.77,11.7,21.84,2.184
4,-109.2093,38.7966,1399,2017-11,1.85,8.5,15.38,1.538
4,-109.2093,38.7966,1399,2017-12,11.07,-0.2,7.69,0.769
4,-109.2093,38.7966,1399,2018-01,13.65,0,5.98,0.598
4,-109.2093,38.7966,1399,2018-02,32.36,3.1,9.03,0.903
4,-109.2093,38.7966,1399,2018-03,25.02,7.6,14.83,1.483
4,-109.2093,38.7966,1399,2018-04,8.55,13.8,24.2,2.42
4,-109.2093,38.7966,1399,2018-05,6.91,18.9,34.21,3.421
4,-109.2093,38.7966,1399,2018-06,1.28,24.8,52.51,5.251
4,-109.2093,38.7966,1399,2018-07,14.25,28.4,56.28,5.628
4,-109.2093,38.7966,1399,2018-08,22.05,26.2,51.01,5.101
4,-109.2093,38.7966,1399,2018-09,1.86,22.9,42.2,4.22
4,-109.2093,38.7966,1399,2018-10,80.83,11.7,13.53,1.353
4,-109.2093,38.7966,1399,2018-11,2.21,3.3,10.25,1.025
4,-109.2093,38.7966,1399,2018-12,17.14,-0.7,5.15,0.515
,,,,,,,,0
5,-108.4625,38.9739,1484,2004-01,16.06,-4.3,3.44,0.344
5,-108.4625,38.9739,1484,2004-02,19.24,-0.3,5.39,0.539
5,-108.4625,38.9739,1484,2004-03,0.54,9.8,17.54,1.754
5,-108.4625,38.9739,1484,2004-04,74.96,12,17.09,1.709
5,-108.4625,38.9739,1484,2004-05,5.94,17.3,27.8,2.78
5,-108.4625,38.9739,1484,2004-06,3.28,22.1,38.12,3.812
5,-108.4625,38.9739,1484,2004-07,6.12,25,42.58,4.258
5,-108.4625,38.9739,1484,2004-08,5.7,23,38.15,3.815
5,-108.4625,38.9739,1484,2004-09,52.51,18.1,26.75,2.675
5,-108.4625,38.9739,1484,2004-10,22.76,12.1,14.73,1.473
5,-108.4625,38.9739,1484,2004-11,50,4.4,6.99,0.699
5,-108.4625,38.9739,1484,2004-12,9.85,-1.5,4.29,0.429
5,-108.4625,38.9739,1484,2005-01,41.86,3.3,5.76,0.576
5,-108.4625,38.9739,1484,2005-02,19.25,3.3,6.7,0.67
5,-108.4625,38.9739,1484,2005-03,21.36,6.2,11.25,1.125
5,-108.4625,38.9739,1484,2005-04,13.48,11.1,17.95,1.795
5,-108.4625,38.9739,1484,2005-05,5.41,16.7,27.13,2.713
5,-108.4625,38.9739,1484,2005-06,45.62,19.9,31.64,3.164
5,-108.4625,38.9739,1484,2005-07,23.31,26.1,50.96,5.096
5,-108.4625,38.9739,1484,2005-08,31.67,23.2,34.57,3.457
5,-108.4625,38.9739,1484,2005-09,57.98,19.3,28.07,2.807
5,-108.4625,38.9739,1484,2005-10,47.96,13,15.94,1.594
5,-108.4625,38.9739,1484,2005-11,4.91,5.6,10.52,1.052
5,-108.4625,38.9739,1484,2005-12,15.64,-1,5.66,0.566
5,-108.4625,38.9739,1484,2006-01,11.01,0.3,6.24,0.624
5,-108.4625,38.9739,1484,2006-02,0.93,1.5,9.34,0.934
5,-108.4625,38.9739,1484,2006-03,30.2,6,11.42,1.142
5,-108.4625,38.9739,1484,2006-04,8.22,12.2,20.97,2.097
5,-108.4625,38.9739,1484,2006-05,3.71,18,31.13,3.113
5,-108.4625,38.9739,1484,2006-06,4.82,23.6,43.64,4.364
5,-108.4625,38.9739,1484,2006-07,32.9,25.8,42.36,4.236
5,-108.4625,38.9739,1484,2006-08,30.33,23.1,33.63,3.363
5,-108.4625,38.9739,1484,2006-09,45.56,16.5,24.23,2.423
5,-108.4625,38.9739,1484,2006-10,79.15,10.3,11.4,1.14
5,-108.4625,38.9739,1484,2006-11,14.11,5.2,9.98,0.998
5,-108.4625,38.9739,1484,2006-12,9.93,-2.4,3.83,0.383
5,-108.4625,38.9739,1484,2007-01,12.56,-3.8,4.67,0.467
5,-108.4625,38.9739,1484,2007-02,12.15,2.9,8.22,0.822
5,-108.4625,38.9739,1484,2007-03,13.83,7.8,14.06,1.406
